StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1554,18,Male,Group A,Inter Education,Medium,,No,4,No,No,No,No,Medium,Grade C
1555,15,Female,Group B,Bechelor Degree,Medium,,Yes,Medium Support,No,Yes,No,No,High,Grade B
1556,18,Male,Group B,No Education,Low,,No,Medium Support,Yes,Yes,No,Yes,Medium,Grade C
1557,18,Male,Group A,Bechelor Degree,Low,,No,Medium Support,No,No,No,No,Low,Grade D
1558,16,Male,Group D,Bechelor Degree,Medium,No Absence,No,3,Yes,No,No,No,High,Grade A
1559,18,Male,Group C,No Education,Low,,Yes,Strong Support,Yes,Yes,No,No,Medium,Grade C
1560,16,Female,Group B,High Education,Medium,,No,3,Yes,No,Yes,No,High,Grade B
1561,18,Male,Group C,Master Drgree,Medium,,No,3,No,Yes,No,No,Low,Grade D
1562,17,Male,Group A,Inter Education,Low,,No,4,No,No,Yes,No,Low,Grade D
1563,17,Male,Group D,No Education,Medium,,Yes,3,No,No,Yes,No,Low,Grade D
1564,17,Female,Group B,High Education,Low,,No,No Support,No,No,Yes,No,Medium,Grade D
1565,18,Female,Group C,Inter Education,Medium,,No,3,Yes,No,No,No,Medium,Grade C
1566,16,Female,Group C,Inter Education,Low,,Yes,4,Yes,No,No,No,High,Grade B
1567,16,Female,Group A,Inter Education,Medium,,Yes,4,Yes,No,No,No,Medium,Grade C
1568,18,Female,Group C,Master Drgree,Low,,No,Medium Support,No,No,No,No,Medium,Grade D
1569,17,Female,Group A,High Education,Low,,Yes,3,No,Yes,Yes,No,High,Grade B
1570,17,Female,Group A,Inter Education,Medium,,No,Medium Support,No,No,No,No,Medium,Grade D
1571,16,Male,Group A,Inter Education,Low,,Yes,Medium Support,Yes,Yes,Yes,No,Medium,Grade C
1572,17,Male,Group D,Inter Education,Medium,,No,3,No,No,No,No,Medium,Grade D
1573,15,Male,Group C,High Education,Low,,No,4,No,No,No,No,Medium,Grade C
1574,16,Female,Group C,Master Drgree,Medium,Low Absent,Yes,Strong Support,No,No,No,No,Medium,Grade D
1575,17,Female,Group C,Bechelor Degree,Low,,Yes,3,Yes,No,No,No,Low,Grade D
1576,16,Female,Group B,Inter Education,Medium,,No,No Support,Yes,No,No,No,Low,Grade D
1577,15,Female,Group D,Inter Education,Low,,Yes,No Support,Yes,No,No,No,Low,Grade D
1578,16,Female,Group A,High Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
1579,16,Male,Group A,Inter Education,Low,,Yes,Strong Support,No,No,No,No,Low,Grade D
1580,16,Male,Group A,Inter Education,Medium,,No,3,No,No,No,No,High,Grade B
1581,16,Female,Group C,Inter Education,Low,,No,Strong Support,No,Yes,No,No,Low,Grade D
1582,15,Female,Group C,Master Drgree,Medium,,No,Strong Support,No,No,No,Yes,High,Grade B
1583,18,Female,Group A,Inter Education,Medium,,No,Strong Support,Yes,Yes,No,Yes,Low,Grade D
1584,16,Female,Group A,High Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
1585,16,Male,Group C,Inter Education,Medium,,No,4,No,No,No,No,Low,Grade D
1586,17,Female,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
1587,16,Female,Group C,High Education,Low,,Yes,Strong Support,No,No,No,No,Low,Grade D
1588,17,Female,Group D,High Education,Medium,,No,3,Yes,Yes,No,No,Low,Grade D
1589,18,Female,Group A,Inter Education,Medium,Low Absent,No,Strong Support,No,No,No,Yes,Medium,Grade D
1590,15,Male,Group A,Inter Education,Medium,No Absence,No,3,No,No,No,No,High,Grade A
1591,15,Female,Group C,Inter Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
1592,18,Female,Group C,Inter Education,Low,,No,Medium Support,No,No,No,No,Medium,Grade D
1593,15,Male,Group B,Inter Education,Low,,No,4,No,Yes,No,Yes,Low,Grade D
1594,18,Male,Group D,High Education,Medium,,No,3,No,No,No,No,Low,Grade D
1595,18,Male,Group A,Bechelor Degree,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade C
1596,18,Female,Group B,High Education,Medium,,No,3,No,No,No,Yes,High,Grade B
1597,15,Female,Group C,High Education,Low,,No,4,No,No,Yes,Yes,Medium,Grade C
1598,17,Male,Group C,Inter Education,Low,,Yes,Medium Support,Yes,No,No,Yes,Low,Grade D
1599,18,Male,Group A,High Education,Low,,No,No Support,No,No,No,No,Medium,Grade D
1600,16,Male,Group C,No Education,Low,,Yes,Strong Support,No,No,Yes,No,Low,Grade D
1601,15,Male,Group B,Inter Education,Low,,No,Medium Support,Yes,Yes,No,No,Medium,Grade D
1602,18,Male,Group A,Inter Education,Medium,,Yes,Medium Support,Yes,No,Yes,No,Low,Grade D
1603,18,Male,Group A,Inter Education,Medium,,No,3,Yes,No,No,No,Medium,Grade D
1604,16,Female,Group C,Master Drgree,Medium,,No,No Support,No,No,Yes,No,Low,Grade D
1605,17,Female,Group A,Inter Education,Low,,Yes,3,No,No,No,Yes,Low,Grade D
1606,17,Female,Group A,Bechelor Degree,Low,,No,Strong Support,No,Yes,No,Yes,Low,Grade D
1607,17,Male,Group A,High Education,Medium,,No,Strong Support,No,No,No,No,Medium,Grade C
1608,18,Male,Group C,Inter Education,Low,,No,3,Yes,Yes,Yes,No,Medium,Grade D
1609,18,Male,Group B,Bechelor Degree,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
1610,18,Male,Group C,Inter Education,Low,,No,Medium Support,No,No,No,Yes,Low,Grade D
1611,15,Male,Group A,Inter Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
1612,16,Male,Group B,High Education,Medium,,Yes,3,Yes,No,No,No,Medium,Grade C
1613,18,Female,Group B,No Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
1614,16,Female,Group C,Inter Education,Medium,,Yes,No Support,Yes,No,No,Yes,Low,Grade D
1615,16,Male,Group D,High Education,Medium,,No,4,No,No,No,No,Medium,Grade D
1616,17,Female,Group A,Bechelor Degree,Low,,Yes,4,Yes,Yes,No,No,Low,Grade D
1617,15,Male,Group B,High Education,Low,,No,Strong Support,No,Yes,Yes,Yes,Low,Grade D
1618,18,Female,Group A,Master Drgree,Medium,,No,No Support,No,No,No,No,Low,Grade D
1619,17,Male,Group B,Master Drgree,Medium,,No,3,Yes,No,Yes,No,Medium,Grade D
1620,17,Male,Group A,High Education,Low,,No,3,Yes,No,No,No,Low,Grade D
1621,18,Female,Group A,High Education,Medium,,No,Medium Support,Yes,Yes,No,No,Medium,Grade D
1622,16,Female,Group A,Bechelor Degree,Low,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
1623,17,Male,Group B,Master Drgree,Low,,No,3,Yes,No,Yes,No,Low,Grade D
1624,16,Male,Group A,Inter Education,Low,,No,4,No,No,No,No,Low,Grade D
1625,15,Female,Group C,High Education,Low,,No,3,Yes,No,No,Yes,Medium,Grade C
1626,16,Female,Group A,Inter Education,Low,,No,Medium Support,Yes,Yes,Yes,No,Low,Grade D
1627,15,Male,Group A,Inter Education,Medium,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
1628,16,Female,Group C,High Education,Low,,No,3,No,No,No,No,Medium,Grade D
1629,17,Male,Group A,Inter Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
1630,17,Male,Group A,No Education,Low,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
1631,15,Male,Group B,No Education,Medium,,Yes,Medium Support,No,No,No,No,High,Grade B
1632,18,Male,Group A,High Education,Medium,,No,Strong Support,No,No,No,No,Medium,Grade C
1633,15,Female,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
1634,15,Female,Group A,High Education,Low,,No,3,No,Yes,No,No,Low,Grade D
1635,16,Female,Group D,Inter Education,Low,,Yes,3,Yes,Yes,No,No,Low,Grade D
1636,16,Female,Group B,High Education,Low,,No,4,No,No,Yes,No,Medium,Grade D
1637,15,Female,Group B,High Education,Low,Moderate Absence,Yes,3,Yes,No,No,No,Low,Grade D
1638,17,Female,Group B,High Education,Low,,No,Medium Support,No,No,No,Yes,Low,Grade D
1639,16,Female,Group A,Master Drgree,Low,,Yes,Strong Support,No,Yes,Yes,Yes,Low,Grade D
1640,18,Male,Group A,Inter Education,Medium,,No,Strong Support,No,Yes,No,No,Medium,Grade C
1641,16,Female,Group C,Inter Education,Low,,No,No Support,Yes,No,Yes,No,Medium,Grade C
1642,16,Female,Group A,Inter Education,Medium,,No,4,No,Yes,No,No,Low,Grade D
1643,18,Male,Group A,Master Drgree,Medium,,Yes,No Support,Yes,Yes,No,No,Low,Grade D
1644,15,Female,Group A,High Education,Medium,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
1645,18,Female,Group A,Inter Education,Low,,No,Strong Support,Yes,No,Yes,No,Low,Grade D
1646,15,Male,Group D,Inter Education,Low,,No,Strong Support,Yes,No,Yes,No,Medium,Grade D
1647,15,Female,Group A,Inter Education,Low,,No,3,No,No,No,Yes,Low,Grade D
1648,15,Female,Group B,No Education,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
1649,18,Female,Group A,Inter Education,Low,,No,Medium Support,No,No,Yes,No,Low,Grade D
1650,15,Male,Group D,No Education,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
1651,17,Female,Group A,Inter Education,Medium,,Yes,4,Yes,Yes,No,No,Medium,Grade D
1652,18,Female,Group A,Inter Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
1653,17,Male,Group C,High Education,Medium,,No,Medium Support,No,No,Yes,No,Medium,Grade C
1654,15,Female,Group C,Bechelor Degree,Low,,No,Strong Support,No,No,No,No,Medium,Grade D
1655,16,Male,Group A,No Education,Low,,Yes,Medium Support,Yes,No,No,No,Low,Grade D
1656,15,Male,Group A,Bechelor Degree,Low,,Yes,Strong Support,No,No,Yes,No,Low,Grade D
1657,17,Female,Group A,Inter Education,Low,,No,3,Yes,No,No,No,Low,Grade D
1658,17,Male,Group A,High Education,Medium,,Yes,3,No,No,No,No,Low,Grade D
1659,18,Male,Group A,High Education,Low,,Yes,3,No,Yes,No,No,Medium,Grade C
1660,16,Female,Group A,Master Drgree,Low,,No,Medium Support,Yes,Yes,Yes,No,Medium,Grade D
1661,18,Male,Group A,No Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
1662,17,Male,Group A,High Education,Medium,,Yes,No Support,Yes,No,No,No,Medium,Grade D
1663,15,Female,Group B,High Education,Low,,No,No Support,Yes,No,No,Yes,Low,Grade D
1664,16,Female,Group D,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
1665,15,Female,Group B,Inter Education,Medium,,No,Medium Support,Yes,Yes,Yes,No,Low,Grade D
1666,15,Male,Group A,High Education,Low,,No,3,No,No,No,No,Medium,Grade D
1667,16,Female,Group A,High Education,Low,,Yes,3,Yes,Yes,No,No,Low,Grade D
1668,18,Male,Group D,High Education,Low,,No,3,Yes,No,No,Yes,Low,Grade D
1669,15,Male,Group A,High Education,Medium,,No,3,Yes,Yes,No,No,Medium,Grade C
1670,17,Male,Group A,Inter Education,Medium,Moderate Absence,Yes,No Support,Yes,Yes,Yes,No,Low,Grade D
1671,15,Male,Group B,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
1672,16,Male,Group B,High Education,Low,,No,Medium Support,No,Yes,No,No,Medium,Grade D
1673,16,Male,Group B,High Education,Low,No Absence,Yes,Strong Support,Yes,No,No,No,High,Grade B
1674,16,Male,Group A,High Education,Low,,No,Medium Support,Yes,Yes,No,No,Low,Grade D
1675,18,Female,Group A,Master Drgree,Low,,No,No Support,Yes,Yes,No,No,Low,Grade D
1676,15,Female,Group D,Master Drgree,Medium,,No,Strong Support,No,Yes,Yes,Yes,Low,Grade D
1677,18,Male,Group A,Bechelor Degree,Medium,,No,3,Yes,No,No,No,Low,Grade D
1678,18,Male,Group B,High Education,Low,,Yes,3,No,No,No,No,High,Grade B
1679,16,Female,Group C,No Education,Low,,No,Strong Support,No,Yes,No,Yes,Low,Grade D
1680,16,Male,Group B,High Education,Low,,No,Strong Support,Yes,Yes,Yes,No,Low,Grade D
1681,18,Female,Group A,High Education,Low,,No,Strong Support,Yes,No,No,Yes,Medium,Grade C
1682,15,Female,Group A,Inter Education,Low,,No,3,No,No,No,Yes,Low,Grade D
1683,17,Female,Group B,Inter Education,Low,No Absence,Yes,No Support,Yes,No,Yes,No,High,Grade A
1684,18,Male,Group C,Bechelor Degree,Low,,Yes,3,No,Yes,No,No,Medium,Grade C
1685,15,Male,Group D,Bechelor Degree,Low,,Yes,Strong Support,No,Yes,No,No,Low,Grade D
1686,16,Female,Group A,High Education,Low,,No,Medium Support,No,No,Yes,Yes,Medium,Grade D
1687,16,Female,Group A,Inter Education,Low,,Yes,No Support,Yes,No,No,No,Low,Grade D
1688,15,Female,Group D,High Education,Medium,No Absence,No,Medium Support,No,No,No,No,Medium,Grade C
1689,17,Female,Group C,No Education,Low,No Absence,Yes,Strong Support,No,No,No,Yes,High,Grade B
1690,16,Female,Group C,Inter Education,Medium,,Yes,3,Yes,Yes,No,No,High,Grade A
1691,16,Male,Group A,No Education,Low,,No,Strong Support,No,No,No,Yes,Low,Grade D
1692,16,Female,Group B,Inter Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
1693,15,Male,Group C,High Education,Low,,No,4,Yes,Yes,No,Yes,Low,Grade D
1694,18,Female,Group B,Inter Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
1695,16,Male,Group A,Inter Education,Medium,,Yes,Medium Support,No,No,No,No,Medium,Grade D
1696,18,Male,Group A,High Education,Low,,No,Strong Support,No,Yes,No,No,Low,Grade D
1697,17,Male,Group B,Bechelor Degree,Medium,,No,3,Yes,No,No,No,Low,Grade D
1698,16,Male,Group A,High Education,Medium,,No,3,No,Yes,No,No,Low,Grade D
1699,16,Male,Group A,Inter Education,Medium,,Yes,Strong Support,No,No,No,No,Medium,Grade D
1700,17,Male,Group D,Inter Education,Medium,,No,4,No,Yes,Yes,No,Medium,Grade C
1701,16,Female,Group A,Inter Education,Medium,,No,3,No,No,No,No,Medium,Grade C
1702,18,Male,Group C,Master Drgree,Low,,No,No Support,Yes,No,No,No,Low,Grade D
1703,15,Female,Group A,High Education,Medium,,No,3,Yes,No,Yes,Yes,Medium,Grade C
1704,18,Male,Group B,Inter Education,Low,,No,No Support,No,Yes,No,No,Low,Grade D
1705,15,Male,Group D,Inter Education,Low,,Yes,3,No,Yes,No,No,Low,Grade D
1706,15,Female,Group A,Bechelor Degree,Low,,No,Medium Support,Yes,No,No,No,Medium,Grade D
1707,18,Male,Group A,High Education,Medium,,No,3,No,No,No,No,Low,Grade D
1708,18,Female,Group A,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
1709,18,Female,Group A,Inter Education,Low,,No,3,No,No,No,No,Low,Grade D
1710,18,Female,Group C,High Education,Medium,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
1711,17,Female,Group D,Inter Education,Low,,No,3,Yes,No,No,No,Medium,Grade D
1712,16,Male,Group A,High Education,Low,,No,Medium Support,No,Yes,Yes,No,Low,Grade D
1713,15,Male,Group A,Inter Education,Low,,No,4,No,Yes,No,No,Low,Grade D
1714,18,Female,Group A,Bechelor Degree,Low,,No,3,No,No,No,No,Medium,Grade D
1715,18,Male,Group C,Inter Education,Low,,Yes,Medium Support,Yes,Yes,No,No,Low,Grade D
1716,18,Male,Group A,Inter Education,Medium,Moderate Absence,No,4,No,No,No,No,Low,Grade D
1717,17,Female,Group B,Inter Education,Medium,,Yes,Strong Support,Yes,No,No,Yes,High,Grade A
1718,18,Male,Group B,No Education,Low,,Yes,3,No,Yes,No,Yes,Low,Grade D
1719,18,Female,Group B,High Education,Low,,No,3,Yes,No,No,No,High,Grade B
1720,18,Female,Group A,Inter Education,Medium,,Yes,No Support,Yes,No,No,Yes,Low,Grade D
1721,16,Male,Group C,High Education,Medium,,No,4,No,Yes,No,No,Medium,Grade D
1722,17,Male,Group A,High Education,Low,,No,Strong Support,No,No,No,No,High,Grade B
1723,18,Male,Group A,Inter Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
1724,15,Female,Group C,High Education,Medium,,No,3,Yes,Yes,No,Yes,Medium,Grade C
1725,15,Female,Group C,High Education,Medium,,No,3,No,No,No,No,Low,Grade D
1726,15,Male,Group A,Inter Education,Low,,No,No Support,No,Yes,No,No,Low,Grade D
1727,17,Male,Group A,High Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
1728,17,Male,Group A,Bechelor Degree,Medium,,No,3,No,No,No,No,Medium,Grade D
1729,15,Male,Group A,Bechelor Degree,Low,,No,No Support,Yes,Yes,Yes,No,Low,Grade D
1730,18,Female,Group A,Inter Education,Medium,,No,4,No,No,No,No,Low,Grade D
1731,17,Male,Group A,High Education,Low,,No,3,No,Yes,No,No,Medium,Grade C
1732,15,Female,Group A,Inter Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
1733,15,Female,Group C,Bechelor Degree,Low,,No,Strong Support,Yes,Yes,No,Yes,Low,Grade D
1734,18,Male,Group B,Inter Education,Low,,No,Strong Support,No,No,Yes,Yes,Low,Grade D
1735,16,Male,Group B,High Education,Medium,Low Absent,Yes,Strong Support,Yes,No,No,No,Medium,Grade C
1736,17,Male,Group A,Inter Education,Low,,Yes,3,No,Yes,Yes,Yes,Low,Grade D
1737,18,Female,Group D,Bechelor Degree,Medium,,No,4,No,No,No,Yes,Medium,Grade C
1738,15,Male,Group C,Inter Education,Low,,Yes,Strong Support,Yes,No,Yes,No,Low,Grade D
1739,15,Male,Group C,Inter Education,Low,,No,Strong Support,No,No,No,Yes,Low,Grade D
1740,18,Female,Group C,Inter Education,Low,,No,Medium Support,No,No,No,No,Medium,Grade D
1741,17,Male,Group D,Inter Education,Medium,,Yes,3,No,No,No,No,Medium,Grade C
1742,16,Female,Group B,No Education,Low,,No,3,Yes,Yes,No,No,Low,Grade D
1743,16,Male,Group A,Inter Education,Low,,Yes,3,Yes,No,No,No,Low,Grade D
1744,15,Female,Group B,No Education,Low,,No,No Support,No,No,No,No,Low,Grade D
1745,17,Male,Group C,Inter Education,Medium,,No,3,No,Yes,No,No,Medium,Grade D
1746,16,Male,Group C,High Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
1747,17,Female,Group B,Inter Education,Low,,No,3,Yes,Yes,No,Yes,Low,Grade D
1748,17,Female,Group A,High Education,Low,,No,3,No,No,No,No,Medium,Grade C
1749,15,Male,Group A,Inter Education,Medium,,No,3,Yes,Yes,No,Yes,Medium,Grade C
1750,16,Female,Group D,Inter Education,Low,,Yes,Strong Support,No,No,No,No,Medium,Grade C
1751,18,Female,Group B,High Education,Medium,,No,3,No,Yes,No,No,Low,Grade D
1752,15,Female,Group B,High Education,Medium,,No,No Support,No,No,No,No,Medium,Grade D
1753,16,Female,Group A,High Education,Medium,,No,3,No,No,Yes,No,Low,Grade D
1754,16,Male,Group A,Bechelor Degree,Low,,Yes,No Support,No,No,No,No,Low,Grade D
1755,16,Male,Group C,Inter Education,Medium,Moderate Absence,No,Strong Support,Yes,Yes,No,No,Low,Grade D
1756,16,Female,Group B,Inter Education,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
1757,16,Female,Group C,High Education,Medium,,Yes,3,No,Yes,No,No,Medium,Grade D
1758,17,Female,Group A,Inter Education,Low,,No,Strong Support,No,No,No,Yes,Medium,Grade C
1759,15,Female,Group B,Bechelor Degree,Low,,No,3,Yes,No,No,No,High,Grade B
1760,17,Male,Group A,Bechelor Degree,Low,,Yes,3,Yes,No,No,No,Low,Grade D
1761,18,Male,Group C,Inter Education,Medium,,Yes,3,No,Yes,No,No,Medium,Grade D
1762,16,Female,Group A,No Education,Medium,,No,Medium Support,No,Yes,No,No,Medium,Grade D
1763,15,Female,Group A,High Education,Low,,No,3,No,Yes,No,No,Low,Grade D
1764,16,Female,Group B,No Education,Low,Low Absent,Yes,Strong Support,No,Yes,No,No,Medium,Grade D
1765,15,Male,Group D,High Education,Low,,No,No Support,No,No,No,No,Medium,Grade D
1766,17,Female,Group A,High Education,Medium,Low Absent,Yes,Medium Support,No,Yes,No,No,Medium,Grade D
1767,15,Male,Group C,High Education,Medium,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
1768,18,Female,Group A,High Education,Low,,No,No Support,No,Yes,No,No,Medium,Grade C
1769,18,Male,Group A,Bechelor Degree,Low,,No,Strong Support,No,No,No,No,Low,Grade D
1770,15,Female,Group A,Inter Education,Low,,Yes,No Support,No,Yes,No,No,Medium,Grade C
1771,15,Male,Group A,Bechelor Degree,Medium,,Yes,Strong Support,Yes,No,No,No,Medium,Grade C
1772,15,Female,Group B,Inter Education,Medium,,No,Medium Support,No,No,No,No,Medium,Grade D
1773,15,Female,Group A,High Education,Medium,,Yes,Medium Support,No,No,Yes,No,Medium,Grade C
1774,18,Female,Group A,Inter Education,Low,,No,4,Yes,No,No,No,Low,Grade D
1775,16,Male,Group D,High Education,Medium,,No,Strong Support,No,No,Yes,No,High,Grade B
1776,15,Female,Group A,Inter Education,Low,,Yes,Medium Support,No,Yes,No,No,High,Grade B
1777,15,Male,Group C,High Education,Medium,,Yes,Strong Support,No,Yes,Yes,Yes,High,Grade B
1778,18,Male,Group A,Master Drgree,Low,Moderate Absence,Yes,Medium Support,Yes,No,No,No,Low,Grade D
1779,18,Female,Group B,High Education,Medium,,Yes,No Support,No,No,No,No,Low,Grade D
1780,17,Female,Group A,High Education,Medium,,No,No Support,Yes,No,No,No,Low,Grade D
1781,15,Female,Group A,Bechelor Degree,Medium,,No,4,No,Yes,Yes,No,Medium,Grade D
1782,17,Male,Group A,No Education,Medium,,Yes,3,No,No,No,No,High,Grade B
1783,18,Female,Group A,Inter Education,Low,,No,3,Yes,No,Yes,No,Low,Grade D
1784,18,Male,Group A,Inter Education,Low,,No,4,No,No,No,Yes,Low,Grade D
1785,16,Male,Group B,Bechelor Degree,Medium,,No,4,No,No,No,No,Medium,Grade C
1786,15,Female,Group C,Master Drgree,Low,,No,3,No,No,Yes,No,Low,Grade D
1787,17,Female,Group C,Master Drgree,Low,,Yes,3,Yes,No,Yes,Yes,Low,Grade D
1788,18,Female,Group B,No Education,Low,,No,Strong Support,No,No,No,Yes,Medium,Grade C
1789,18,Female,Group A,Bechelor Degree,Medium,,Yes,Medium Support,No,No,No,No,Low,Grade D
1790,17,Female,Group A,Inter Education,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
1791,16,Female,Group A,Inter Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
1792,18,Male,Group A,High Education,Low,,No,4,No,No,No,No,Low,Grade D
1793,15,Male,Group B,Inter Education,Low,,No,Strong Support,No,No,Yes,No,High,Grade B
1794,18,Male,Group B,Master Drgree,Medium,,No,3,No,No,No,Yes,Medium,Grade D
1795,15,Female,Group A,Bechelor Degree,Medium,,No,Strong Support,Yes,Yes,No,No,Medium,Grade C
1796,17,Male,Group A,Inter Education,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
1797,15,Male,Group C,No Education,Low,,No,Strong Support,No,Yes,No,No,Low,Grade D
1798,17,Male,Group C,High Education,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade C
1799,15,Male,Group A,Bechelor Degree,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
1800,17,Male,Group D,Inter Education,Low,,No,Strong Support,Yes,No,No,No,High,Grade B
1801,15,Female,Group D,Inter Education,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
1802,16,Female,Group A,No Education,Medium,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
1803,15,Male,Group A,Inter Education,Medium,,No,3,Yes,Yes,No,No,Medium,Grade C
1804,15,Male,Group B,Inter Education,Medium,,Yes,Strong Support,No,Yes,No,No,Medium,Grade D
1805,16,Male,Group D,Bechelor Degree,Low,,Yes,Strong Support,No,No,No,No,Low,Grade D
1806,18,Female,Group C,Inter Education,Low,,No,No Support,No,No,No,No,Medium,Grade D
1807,18,Female,Group A,High Education,Medium,,Yes,Medium Support,Yes,No,Yes,Yes,Low,Grade D
1808,15,Male,Group A,Inter Education,Low,,No,Strong Support,No,No,No,Yes,Low,Grade D
1809,16,Female,Group B,No Education,Low,,Yes,Strong Support,No,Yes,No,No,Low,Grade D
1810,15,Female,Group B,Master Drgree,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
1811,17,Male,Group A,High Education,Medium,,No,3,Yes,Yes,No,No,Low,Grade D
1812,17,Female,Group C,Inter Education,Low,,No,Medium Support,No,No,Yes,No,Low,Grade D
1813,15,Female,Group B,High Education,Medium,,No,No Support,Yes,No,No,No,Low,Grade D
1814,18,Male,Group C,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
1815,18,Female,Group C,Inter Education,Medium,,No,Strong Support,No,No,No,No,Medium,Grade D
1816,15,Female,Group C,Inter Education,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
1817,15,Male,Group A,High Education,Low,,No,3,No,No,No,No,Medium,Grade D
1818,17,Female,Group B,High Education,Low,,No,3,Yes,No,No,No,High,Grade B
1819,18,Female,Group A,High Education,Low,,Yes,Medium Support,Yes,No,No,No,Low,Grade D
1820,15,Male,Group B,Inter Education,Low,,Yes,4,Yes,No,No,No,High,Grade A
1821,17,Male,Group A,No Education,Low,,No,Medium Support,No,No,Yes,No,Low,Grade D
1822,18,Male,Group B,Inter Education,Low,,No,3,No,Yes,No,No,High,Grade B
1823,16,Female,Group A,Bechelor Degree,Medium,,No,3,No,Yes,No,No,Medium,Grade D
1824,17,Male,Group A,Bechelor Degree,Low,,No,3,No,No,No,No,Low,Grade D
1825,18,Female,Group A,Inter Education,Medium,,Yes,Medium Support,Yes,No,No,Yes,Low,Grade D
1826,18,Male,Group A,Inter Education,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
1827,17,Female,Group C,No Education,Low,,No,Strong Support,No,Yes,No,Yes,Low,Grade D
1828,16,Male,Group C,Inter Education,Medium,,Yes,Medium Support,No,No,No,No,Medium,Grade C
1829,17,Male,Group B,Bechelor Degree,Medium,,Yes,No Support,No,No,No,Yes,Medium,Grade D
1830,18,Male,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Medium,Grade C
1831,15,Male,Group A,Inter Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
1832,15,Female,Group A,Bechelor Degree,Low,,No,3,Yes,No,Yes,No,Low,Grade D
1833,17,Male,Group A,Bechelor Degree,Medium,,No,Medium Support,No,No,Yes,No,Low,Grade D
1834,18,Male,Group C,High Education,Low,,Yes,3,Yes,No,No,No,Medium,Grade C
1835,15,Female,Group A,Inter Education,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
1836,18,Male,Group A,High Education,Low,,No,3,Yes,Yes,No,No,Low,Grade D
1837,17,Female,Group A,High Education,Medium,Low Absent,Yes,Strong Support,No,No,No,No,Medium,Grade C
1838,15,Male,Group A,Bechelor Degree,Low,,Yes,Strong Support,Yes,Yes,Yes,Yes,Low,Grade D
1839,18,Male,Group B,Bechelor Degree,Medium,,Yes,3,Yes,No,No,Yes,High,Grade B
1840,15,Male,Group B,Inter Education,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
1841,17,Female,Group A,No Education,Low,,No,Medium Support,No,Yes,No,No,Medium,Grade D
1842,18,Male,Group A,Bechelor Degree,Medium,,No,Strong Support,No,No,Yes,No,Low,Grade D
1843,15,Male,Group A,Inter Education,Low,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
1844,17,Male,Group A,High Education,Medium,,No,Strong Support,No,No,No,No,High,Grade B
